company_name,category,sub_category,area,address,website,phone,email,source_url,source_type
PTH Consultancy Services LLP (Pramukh Test House),Architecture & CAD/Engineering,Structural / Geotechnical consultant,Nana Varachha,"40/1 Mansukh Nagar, Near Vraj, Nana Varachha, Surat 395003",https://www.indiamart.com/pth-consultancy-services/profile.html,,,https://www.indiamart.com/pth-consultancy-services/profile.html,IndiaMART profile
Parikh Bikes (Yamaha),Automobile Dealership,Two-wheeler dealer (Yamaha),Parvat Gam,"Puna Godadra Road, Parvat Gam, Shop No-4, Midas Square, Surat",,,,https://www.bikewale.com/dealer-showrooms/yamaha/surat/,Aggregator listing
Parth Print Point,BPO/Logistics/Print,Printing Press,"Varachha Road, Surat","L.H. Road, Varachha Road, Surat",https://www.parthprintpoint.co.in/,,,https://www.parthprintpoint.co.in/offset-printing-service.htm,Company website
Specturm Outsourcing,BPO/Logistics/Print,Data Entry,"Varachha Road, Surat","Near Pani Ni Taki, Yogi Chowk, Varachha Road, Surat",,,,https://www.justdial.com/Surat/Specturm-Outsourcing-Near-Pani-Ni-Taki-Yogi-Chowk-Varachha-Road/0261PX261-X261-140804160310-X7V5_BZDET,JustDial
Lukhi Diamond Pvt Ltd,Diamond & Bourse,Diamond manufacturer & merchant,Varachha (Mini Bazar),"Office 610, 6th Floor, Diamond World Tower-A, Mangadh Chowk, Mini Bazar, Varachha Road, Surat 395006",,,,https://www.justdial.com/Surat/Lukhi-Diamond-Pvt-Ltd-Mini-Bazar-Mangadh-Chowk-Varachha-Road/0261PX261-X261-150220151639-I3Q9_BZDET,JustDial + search snippet
H V Shah & Company,Finance & Professional,CA / Audit firm,Surat,,,,,https://www.sulekha.com/chartered-accountants/surat,Directory
Naik Vaywala & Associates,Finance & Professional,CA / Audit firm,Surat,,https://www.indiamart.com/naik-vaywala-and-associates/,,,https://www.indiamart.com/naik-vaywala-and-associates/,IndiaMart
U J Shah & Associates,Finance & Professional,CA / Audit firm,Surat,,https://www.indiamart.com/u-j-shah-and-associates/,,,https://www.indiamart.com/u-j-shah-and-associates/,IndiaMart
Zawar & Co,Finance & Professional,CA / Audit firm,Nanpura,"Near Kailash Sweets, Nanpura, Surat",,,,https://www.justdial.com/Surat/Zawar-Co-Near-Kailash-Sweets-Nanpura/0261P2629-2629-121118183305-F5H1_BZDET,JustDial
Charbhuja Caterers,Food & Hospitality SME,Catering (Wedding/Events),Adajan,"9, Sparsh Bungalow, Near Sent Mark School, B/h Gangeshwar Temple, Adajan, Surat 395009",,,,https://www.wedmegood.com/profile/Charbhuja-Caterers-446242,WedMeGood
Tea Post (Pal - Franchise outlet),Food & Hospitality SME,Tea Cafe,Pal,"Near Baghban Circle, Pal-Gaurav Path Road, Surat",tea_post_surat_pal (IG),9913011146,,https://www.instagram.com/tea_post_surat_pal/,Instagram
Devchand Engineers Pvt Ltd,GIDC Manufacturing,Engineering / Pressure Vessels & Industrial Supplies,GIDC Sachin,"Plot No A4/5, Dandi Road, Road No 11, Sachin, Surat 394230, Gujarat",,,,https://www.indiamart.com/devchand-engineers/profile.html,IndiaMART
Manish Packaging Pvt Ltd,GIDC Manufacturing,Packaging / PVC & Laminate Films,GIDC Sachin,"Plot No. 539, Road No. 5, GIDC Sachin, Surat 394230, Gujarat",https://www.manishpackaging.net/,,,https://www.manishpackaging.net/contact-us.htm,Company website
Nova Dyestuff Industries Pvt Ltd,GIDC Manufacturing,Dyes & Dye Intermediates,Pandesara,"250/1/2, GIDC Estate, Nr Rachana Dyeing, Pandesara, Surat 394221, Gujarat",,,,https://www.indiamart.com/nova-dyestuff-industries-ltd/,IndiaMART
"ESIC Sub-Regional Office, Surat",Government & PSU,Central Govt / Statutory Body,"Adajan-Pal, Surat","2nd Floor, Samarth House, Opp. Pal Lake, Adajan-Pal, Surat-394510",https://srosurat.esic.gov.in/,,,https://srosurat.esic.gov.in/ro-sro-contact-us,Official .esic.gov.in
Summirow Dental Care,Healthcare,Multispeciality dental clinic/hospital,Vesu,"6th Floor, Western Vesu Point, Vesu, Surat",https://www.summirow.com/,,,https://www.summirow.com/,Dental clinic website
Vision Eye Hospital,Healthcare,Eye hospital,Surat,Surat (cataract/glaucoma/retina/LASIK),https://visioneyehospital.net/,,,https://visioneyehospital.net/,Hospital website
Bhagwati Group / Shree Bhagwati,Hospitality & Real Estate,Real estate developer / Builder,Surat,Surat,https://www.justdial.com/Surat/Builders-Developers/nct-10059258,,,https://www.justdial.com/Surat/Builders-Developers/nct-10059258,JustDial listing
Chaitanya Vatika,Hospitality & Real Estate,Banquet venue / Party plot,Surat,Surat,https://www.venuelook.com/surat/banquet-halls,,,https://www.venuelook.com/surat/banquet-halls,Venue portal
Dhartii River View Resort,Hospitality & Real Estate,Resort,Near Surat,Near Surat,https://www.holidify.com/hotel-collections/resorts-near-surat,,,https://www.holidify.com/hotel-collections/resorts-near-surat,Travel guide
Regent Arcade Mall,Hospitality & Real Estate,Shopping mall,Surat (market area),Surat,https://www.holidify.com/pages/malls-in-surat-1878.html,,,https://www.holidify.com/pages/malls-in-surat-1878.html,Travel guide
Tirupati Developers,Hospitality & Real Estate,Real estate developer / Builder,Surat,Surat,https://www.justdial.com/Surat/Builders-Developers/nct-10059258,,,https://www.justdial.com/Surat/Builders-Developers/nct-10059258,JustDial listing
Codezee Solutions,IT & Software,Web / mobile / software development,"Katargam, Surat","Katargam, Surat (area per JustDial)",https://codezeesolutions.com/,,,https://www.justdial.com/Surat/Codezee-Solutions-Katargam/0261PX261-X261-240201105804-N3M5_BZDET,JustDial listing + company site
Generation Next (GNHUB),IT & Software,Web design / mobile apps / SEO,"Ghod Dod Road, Surat","2160, Westfield Complex, 4th Floor, Opp. Surya Kiran Complex, Ghod Dod Road, Surat 395007",https://www.gnhub.com/,,,https://www.gnhub.com/about-us.aspx,Company website (about page)
Green Hightech,IT & Software,Website / software / mobile / digital marketing,Surat,"Surat, India",https://www.greenhightech.in/,,,https://www.greenhightech.in/,Company website + listicle
HelixWebi,IT & Software,Web design & development,Surat,"Surat, India",https://www.helixwebi.net/,,,https://www.helixwebi.net/,Company website + listicle
Kyros Solution,IT & Software,Branding / digital marketing agency,"Vesu, Surat","306, Western Business Park, Vesu, Surat 395007",https://kyrossolution.com/,+91 95126 08708,hr@kyrossolution.com,https://kyrossolution.com/,Company website
Techvizor,IT & Software,Website / software / app development,"Vesu, Surat","Sh. No. 1 to 8, 4th Floor, Roongta Shopping Center, VIP Road, Vesu, Surat 395007",https://techvizor.in/,,,https://techvizor.in/contact-us,Company website (contact page) + JustDial
Govindji Jewellers,Jewellery,Jewellery showroom/retailer,Katargam,"Vijay Complex, Katargam, Surat",,,,https://secondbombay.com/jewellery-shops-in-surat-district/,directory
Nathubhai Soni and Sons,Jewellery,Jewellery showroom/retailer,Soni Falia,"Soni Falia Main Road, Surat",,,,https://secondbombay.com/jewellery-shops-in-surat-district/,directory
3 Star Diamond,Lab-Grown Diamond,LGD manufacturer / exporter,Varachha,Varachha Surat Gujarat (street address not visible on source),,,,https://www.exportersindia.com/3-star-diamond/about-us.htm,ExportersIndia listing
Ayra Star (Noor Diamond),Lab-Grown Diamond,CVD diamond manufacturer / jewelry,Surat,"Surat, Gujarat (street address not visible on source)",https://www.noordiamond.in/,,,https://www.noordiamond.in/,Company website
GMSRK Diamond,Lab-Grown Diamond,LGD manufacturer / exporter,Varachha (Mini Bazar),Princes Plaza Mangadh Rd Mini Bazar Varachha Road Surat,,,,https://www.exportersindia.com/gmsrk-diamond/,ExportersIndia listing
Jupiter Exim,Lab-Grown Diamond,LGD manufacturer / exporter,Varachha (Mini Bazar),Mini Bazar Surat Gujarat (street address not visible on source),,,,https://www.exportersindia.com/jupiter-exim-surat/about-us.htm,ExportersIndia listing
New Grown Diamond,Lab-Grown Diamond,LGD CVD & HPHT manufacturer / retailer,Katargam,Katargam Surat Gujarat (street address not visible on source),,,,https://www.exportersindia.com/new-grown-diamond/,ExportersIndia listing
RRP Diamond,Lab-Grown Diamond,LGD / melee diamond manufacturer,Surat,"Surat, Gujarat (street address not visible on source)",https://www.rrpdiamond.in/,,,https://www.rrpdiamond.in/,Company website
Shiv Krishna Diamond,Lab-Grown Diamond,LGD manufacturer / jewelry,Surat,"Surat, Gujarat (street address not visible on source)",,,,https://www.indiamart.com/shiv-krishna-diamond/,IndiaMART listing
Shree Madhusudan Impex,Lab-Grown Diamond,HPHT diamond manufacturer,Varachha,Varachha Road Surat Gujarat (street address not visible on source),,,,https://dir.indiamart.com/surat/lab-grown-diamond.html,IndiaMART listing
Sky Exports,Lab-Grown Diamond,LGD wholesaler / merchant,Varachha (Mini Bazar),Mini Bazar Surat Gujarat (street address not visible on source),,,,https://www.justdial.com/jdmart/Surat/Sky-Exports-Lab-Grown-Diamonds-Mini-Bazar/0261PX261-X261-230601110942-M4Y5_BZDET/catalogue,JustDial listing
Vitrag Gems,Lab-Grown Diamond,LGD manufacturer,Surat,"Surat, Gujarat (street address not visible on source)",,,,https://www.indiamart.com/vitrag-gems/,IndiaMART listing
Vivir Diamonds & Jewelry,Lab-Grown Diamond,LGD manufacturer / jewelry,Varachha,Varachha Road Surat Gujarat (street address not visible on source),,,,https://dir.indiamart.com/surat/lab-grown-diamond.html,IndiaMART listing
Cassidix Media Works,Media/Video/Photo,Photography / videography / branding,Vesu (team in South Gujarat),"Surat (Vesu) / Anand, Gujarat",https://cassidixmediaworks.in/,,,https://www.zoominfo.com/pic/cassidix-media-works/510351633,ZoomInfo company profile
Fortune Photo Studio,Media/Video/Photo,Wedding photography & cinematography,Piplod,"Piplod, Surat",,,,https://www.bookeventz.com/photographer/surat/fortune-photo-studio,Bookeventz profile
Sanskruti,Media/Video/Photo,Video/music-video production,Surat,"Surat, Gujarat",https://sanskruti.ueniweb.com/,,,https://sanskruti.ueniweb.com/,Company website (UENI)
BizBuddy,Professional Services SME,Digital marketing agency,Adajan,"303, Shantinath Apartment, behind Gujarat Gas Company, Adajan, Surat 395009",,,bhavin@bizbuddy.co.in,https://www.brewmyidea.com/top-20-social-media-marketing-agencies-in-surat,Directory/blog listing
City Estate Management,Professional Services SME,Real estate agency,Surat,,,,,https://www.sulekha.com/real-estate-agents/surat,Directory (Sulekha)
Disytax Tax Consultant,Professional Services SME,Tax & GST consultant,Surat,,,,,https://disytax.com/tax-consultant-surat-gujarat/,Company website
Flyerdigi,Professional Services SME,Graphic design / digital studio,Yogi Chowk,"708, Pavitraa Point, Nr Savaliya Circle, Yogi Chowk Rd, Surat",https://www.flyerdigi.com/,9104799049,,https://www.flyerdigi.com/graphic-design-service.php,Company website
Joshi Apte & Associates,Professional Services SME,GST / income tax consultant,Surat,,https://www.joshiapteandassociates.com/,,,https://www.joshiapteandassociates.com/contactus.php,Company website
Oria Homes,Retail & Supermarket,Furniture & home retail,Surat,Surat (premium furniture store),https://www.theoriahomes.com,,,https://www.theoriahomes.com/pages/furniture-store-in-surat,Company website
Apex Engineers,Textile Manufacturing,Textile machinery (dyeing),Sachin GIDC,"Sachin Industrial Park, Flyover Ends Towards Hazira GIDC Sachin, Surat",https://www.justdial.com/Surat/Apex-Engineers-Sachin-Industrial-Park-Flyover-Ends-Towards-Hazira-Gidc-Sachin/0261PX261-X261-191128211453-P4X2_BZDET,,,https://www.justdial.com/Surat/Apex-Engineers-Sachin-Industrial-Park-Flyover-Ends-Towards-Hazira-Gidc-Sachin/0261PX261-X261-191128211453-P4X2_BZDET,JustDial
Soham Creation,Textile Trade & Design,Saree manufacturer/wholesaler,Umarwada / Ring Road,"Umarwada, Surat",,,,https://magicpin.in/Surat/Umarwada/Fashion/Soham-Creations/store/207357/reviews/,Business directory
V.S. Prints,Textile Trade & Design,Saree wholesaler,Ring Road,"Ring Road, Surat",,,,https://www.justdial.com/Surat/VS-Prints-Ring-Road/0261PX261-X261-131215190831-B2G2_BZDET,Business directory
Advance Diagnostic Laboratory,Wellness & Clinics SME,Diagnostic/pathology lab,Varachha,"102, Param Doctor House, Lal Darwaja Station Rd, Lal Darwaja, Varachha, Surat 395003",,,,https://www.mediyaar.com/surat/labs/advance-diagnostic-laboratory-varachha.html,Mediyaar
Fitmantra Diet & Weight Loss Clinic,Wellness & Clinics SME,Dietician/weight-loss clinic,City Light,"303, Unity Corner, Above Pantaloons, City Light Road, Surat 395007",https://www.fitmantra.com/,7069130102,,https://www.fitmantra.com/dietitians-team,Business website
My Dental Clinic & Implant Center,Wellness & Clinics SME,Dental clinic,City Light,"U-10, Shubhlaxmi Complex, Opposite Bank Of Baroda, Citylight Road, Surat 395007",,,,https://www.lybrate.com/surat/clinic/my-dental-clinic-and-implant-center-of-baroda-f879,Lybrate
NxtDent Dental Clinic,Wellness & Clinics SME,Dental clinic (pediatric/ortho),Adajan,"401, White Orchid, Near Shell Petrol Pump, Above People's Dine Restaurant, L P Savani Main Road, Adajan Gam, Surat 395009",https://nxtdent.com/,,,https://nxtdent.com/braces-treatment-surat.php,Business website
Shreeji Eye Hospital,Wellness & Clinics SME,Eye clinic,Majura Gate,"Majura Gate, Surat",,7383561543,,https://www.justdial.com/Surat/Ophthalmologists/nct-10343851,JustDial
Trevira Physiotherapy Clinic,Wellness & Clinics SME,Physiotherapy center,Rander Road / Nanavat,"10, Disney House Apartment, Opp Shetrunjay Tower, Beside Shalby Hospital, Rander Road, Surat 395009",https://trevira-physiotherapy-clinic.ueniweb.com/,9712081125,,https://trevira-physiotherapy-clinic.ueniweb.com/,Business website
Shreeji Printers,BPO/Logistics/Print,Printing Press,"Udhna, Surat","Shop No 6, Devchand Nagar, Opp Navjivan Motors, South Zone Office Road, Udhna, Surat - 394210",,,,https://www.justdial.com/Surat/Shreeji-Printers-Opposite-Navjivan-Motors-Udhna/0261PX261-X261-190206105149-T7J2_BZDET,JustDial
Dreamsdesign,IT & Software,Web design / development / digital marketing,Surat,"Surat, Gujarat",https://dreamsdesign.in/,,krishna@dreamsdesign.in,https://dreamsdesign.in/website-development-company/surat/,Company website (Surat page)
E Launch Solution Pvt. Ltd.,IT & Software,Web design / IT outsourcing / iOS dev,Surat,"Surat, Gujarat",https://elaunchinfotech.com/,,,https://www.indiamart.com/elaunch-infotech/,IndiaMART profile + LinkedIn
Live Shot Filmcity,Media/Video/Photo,Film city / shoot studio,Surat,"Surat, Gujarat",,,,https://surat.wedding.net/other/1593075/,Wedding.net listing
Movie Makers Digital Studio,Media/Video/Photo,Film/video production studio,Katargam Road,"Katargam Road, Surat 395004",,,,https://www.sulekha.com/movie-makers-digital-studio-katargam-road-surat-contact-address,Sulekha listing
The Feelings Photography,Media/Video/Photo,Wedding & pre-wedding photography,Surat,"Surat, Gujarat",https://thefeelingsphoto.com/,,,https://thefeelingsphoto.com/our-services/pre-wedding-photography/,Company website
TK Solanki Photography,Media/Video/Photo,Wedding photography,Adajan Patiya,"Adajan Patiya, Surat",https://tksolanki.com/,,,https://tksolanki.com/trusted-wedding-photographers-near-me-in-adajan-patiya-surat-2026-complete-guide/,Company website
Jayrup,Professional Services SME,Graphic design / branding studio,Salabutpura,"3/1774 Salabutpura, Khanghad Sheri, Hanuman Temple Street, Surat",https://www.jayrup.com/,02612325830,wecare@jayrup.com,https://www.jayrup.com/,Company website
Physio360,Wellness & Clinics SME,Physiotherapy center,Surat,Surat (address not in snippet),https://physio360.ueniweb.com/,8866842520,,https://physio360.ueniweb.com/,Business website
Rudra Eye Clinic,Wellness & Clinics SME,Eye clinic,Adajan,"403-404, Western Corridor, Char Rasta, Near BAPS Hospital, Jalaram Society, Adajan, Surat 395009",,,,https://www.hexahealth.com/surat/hospital/rudra-eye-clinic-adajan,HexaHealth
Akash Architects,Architecture & CAD/Engineering,Architecture firm,Athwa Gate / Nanpura,"B-408, Tirupati Plaza, B/H Collector Office, Athwa Gates, Nanpura, Surat 395001",https://www.indiamart.com/akash-architect/,,,https://www.indiamart.com/akash-architect/,IndiaMART profile
Era Interior Design,Architecture & CAD/Engineering,Interior design / 3D visualisation,Jahangirpura,"S25 Second Floor, Shree Nilkanth Business Hub, Causeway, Jahangirpura, Surat 395005",https://www.erainteriordesign.studio/,,,https://www.erainteriordesign.studio/,Company website
M-Square Planning & Designing,Architecture & CAD/Engineering,Architecture / Planning,Surat,"Surat, Gujarat",https://msquarearchitects.in/,,,https://www.facebook.com/people/M-Square-Planning-Designing/100063774766538/,Facebook page
Manish R. Negandhi (Structural Expert),Architecture & CAD/Engineering,Structural consultant,Vesu,"436, Avadh Arena, Near Syambaba Temple, VIP Road, Vesu, Surat 395007",,9712898001,negandhi_manish@gmail.com,https://www.suratmunicipal.gov.in/Content/Documents/rtiact/Disclosure/Town%20Development/TDO/StructuralExpert.pdf?ver=1943,Surat Municipal Corp. registered list
P.C. Bodiwala (Structural & Industrial Consultant),Architecture & CAD/Engineering,Structural consultant,Surat,"Surat, Gujarat",https://pcbodiwala.in/,,,https://pcbodiwala.in/,Company website
Vrukshagra Consulting Services,Architecture & CAD/Engineering,MEP consultant,Umara,"No. 38, S. K. Park, Umara Gam Road, Surat 395007",,,,https://vipulac.in/blog/best-mep-consultants-in-surat/,Industry blog listing
Atharva Diamond,Diamond & Bourse,Diamond manufacturer & global supplier,Varachha (Mini Bazar),"Central Bazar, Mini Bazar Cross Road, Varachha Road, Surat 395006",,,,https://www.justdial.com/Surat/Atharva-Diamond-Reliance-Digital-Varachha-Road/0261PX261-X261-240206150746-E8S6_BZDET,JustDial + search snippet
LIC Service Center (Ravindra Patil),Finance & Professional,Insurance / financial advisory,Surat,,https://licservicecenter.in/,+91-7016306447,ravipatil@licservicecenter.in,https://licservicecenter.in/,Company site
Cafe Beats Arena,Food & Hospitality SME,Cafe,Piplod,"Piplod, Surat",cafebeats_arena_piplod (IG),,,https://www.instagram.com/cafebeats_arena_piplod/,Instagram
Mummy Meals - Cloud Kitchen,Food & Hospitality SME,Cloud Kitchen (Home Food),Surat,"Surat, Gujarat (home-food cloud kitchen)",mummy.meals (IG),8320420213,,https://www.instagram.com/mummy.meals/,Instagram
Blue Chip Chemicals Pvt Ltd,GIDC Manufacturing,Dyes (Disperse),Pandesara,"Plot No. 251, I-328, GIDC Estate, Pandesara, Surat 394221, Gujarat",,,,https://surat-district.infoisinfo.co.in/search/chemical,Business directory
Keshav Engineering,GIDC Manufacturing,Engineering / Pharma Machinery & Pressure Vessels,GIDC Sachin,"Plot No. 5502, Road No. 5, Sachin GIDC, Surat 394230, Gujarat",https://www.keshavengineering.com/,,,https://www.keshavengineering.com/,Company website
LK Industries,GIDC Manufacturing,Auto Components / Sheet Metal,GIDC Sachin,"4310/4, GIDC, Sachin, Surat, Gujarat",,,,https://machinemanufacturer.in/surat/,Industry directory
Mangalam Intermediates,GIDC Manufacturing,Dyes & Dye Intermediates,GIDC Sachin,"Sachin GIDC, Surat, Gujarat",http://www.mangalamintermediates.co.in/,,,http://www.mangalamintermediates.co.in/,Company website
Orange Engineering,GIDC Manufacturing,Engineering / Textile Machinery,GIDC Sachin,"Sachin GIDC, Surat, Gujarat",https://orangeengineering.in/,,,https://orangeengineering.in/,Company website
Spectrum Dyes & Chemicals Pvt Ltd,GIDC Manufacturing,Dyes & Chemicals,Palsana / Pandesara,"Block No. 484, 502 & 503, NH No. 8, Palsana, Surat 394315, Gujarat",,,,https://www.exportersindia.com/spectrumdyes/,Business directory
Lions Eye Hospital,Healthcare,Charitable eye hospital,Adajan Road,"Lions Community Hall, Adajan Road, Morarji Desai Garden, Lalgi Nagar, Surat 395009",https://www.justdial.com/Surat/Lions-Eye-Hospital-Morarji-Desai-Garden-Lalgi-Nager-Adajan-Road/0261PX261-X261-160912184706-U4Q1_BZDET,,,https://www.medindia.net/directories/hospitals/lions-eye-hospital-surat-gujarat-96357.htm,Directory (JustDial/Medindia)
Love 'N' Care Hospital,Healthcare,Maternity / IVF / urology hospital,Surat,"Surat (maternity, endoscopy, IVF, urology; est 1990)",https://www.healcard.com/surat/hospitals/multi-speciality,,,https://www.healcard.com/surat/hospitals/multi-speciality,Directory (Healcard)
Sandy Resort,Hospitality & Real Estate,Resort,Near Surat,Near Surat,https://www.holidify.com/hotel-collections/resorts-near-surat,,,https://www.holidify.com/hotel-collections/resorts-near-surat,Travel guide
CoderKube Technologies,IT & Software,Mobile app / web / e-commerce,Surat,"Surat, India",https://coderkube.com/,,,https://www.goodfirms.co/directory/city/app-development/surat,GoodFirms directory listing
Lathiya Solutions,IT & Software,Website design & development,"Mota Varachha (Digital Valley), Surat","416, Angel Square, Behind Royal Square, Above Axis Bank, Uttran (Digital Valley), Surat 394105",https://lathiyasolutions.com/,+91 78785 35701,,https://lathiyasolutions.com/contact-us/,Company website (contact page)
Adityendra Solanki Photography,Media/Video/Photo,Wedding/portrait photography,Surat,"Surat, Gujarat",https://adityendrasolanki.com/,,,https://adityendrasolanki.com/contact/,Company website
Atmiya Memories,Media/Video/Photo,Wedding photography & cinematography,Adajan Gam,"Adajan Gam, Surat",,,,https://g3fashion.com/blog/surat/wedding-photographers-in-surat/,Listicle (G3 Fashion)
Bring It Online Media,Media/Video/Photo,Fashion/ecommerce/product photography,Surat (operations; Delhi reg.),Surat operations (reg. New Delhi),https://www.bringitonline.in/surat-product-photography-model-photoshoot.html,,,https://www.bringitonline.in/surat-product-photography-model-photoshoot.html,Company website
Wedding Bell,Media/Video/Photo,Wedding photography & cinematography,Pal / Adajan,"Shiven Square, Pal, Adajan, Surat",,,,https://surat.wedding.net/album/6052349/,Wedding.net profile
Cincos Placement Services,Professional Services SME,Recruitment / placement agency,Adajan,"Office M7/M8, 2nd Floor, Raj Corner, Near L.P. Savani School, Near Sai-heights, Adajan, Surat 395010",,,,https://www.placementindia.com/placement-resources/surat-manpower-services.htm,Directory (PlacementIndia)
Deepak L Shah Advocate,Professional Services SME,Advocate (civil/family),Varachha,"A/309, Yesh Plaza, Varachha Main Rd, Ramdarshan Society, Varachha, Surat 395006",,9898251000,,https://lawrato.com/lawyers/surat,Directory (LawRato)
Vatsalya Holidays Services,Professional Services SME,Travel agency / tour operator,Adajan,"110, Sai Square Complex, Honey Park Road, Adajan Road, Surat 395009",,,,https://www.tourtravelworld.com/travel-agents/vatsalya-holidays-services-in-surat-28525/contact.htm,Directory (TourTravelWorld)
Gujarat Mobile Shop,Retail & Supermarket,Mobile retail chain,Surat,Surat (multi-brand mobile retailer),,,,https://www.indiamart.com/company/51311221/,IndiaMART company page
Jalaram Furniture Mall,Retail & Supermarket,Furniture & home retail,Surat,Surat (large furniture store),,,,https://threebestrated.in/furniture-stores-in-surat-gj,threebestrated listing
Kiran Dyed Yarn,Textile Manufacturing,Yarn (dyed/polyester dyed),Surat,"Surat, Gujarat (polyester dyed yarn)",https://www.kirandyedyarn.com/,,,https://www.kirandyedyarn.com/,Company website
Majisa Fabtex,Textile Manufacturing,Embroidery (Schiffli),Surat,"Surat, Gujarat",https://www.majisafabtex.com/,,,https://www.majisafabtex.com/,Company website
Schiffli.in,Textile Manufacturing,Embroidery (Schiffli),Surat,"Surat, Gujarat (Swiss shuttle embroidery machines)",https://schiffli.in/,,,https://schiffli.in/,Company website
Vishwakarma Engineering Works,Textile Manufacturing,Textile machinery (calendering/embossing),Bhestan,"Plot No. B/1/73-74, Bhagwati Industrial Estate, Near Navin Flourine, Bhestan, Surat 395023",https://www.vishwakarmaengineeringwork.com/,,,https://www.vishwakarmaengineeringwork.com/,Company website
AK Fitness Studio (Ladies),Wellness & Clinics SME,Gym/fitness studio (ladies),Adajan,"2nd Floor, Keshav Arcade, Opposite Prime Arcade, Anand Mahal Road, Adajan, Surat 395009",,,,https://www.justdial.com/Surat/Ak-Fitness-Studio-Only-Ladies-Opposite-Prime-Arcade-Adajan-Dn/0261PX261-X261-130803131924-Q8R1_BZDET,JustDial
Blue Ocean Spa & Beauty,Wellness & Clinics SME,Spa/massage center,Vesu / City Light,"Shop 105-106, Western Business Park, University Road, Vesu, Surat (also UG 14-15 Corner Point, City Light Rd)",,,,https://www.clickedindia.net/c8bcjhqnui/blue-ocean-spa-and-beauty-surat.html,Clickedindia
Choksi Skin & Hair Clinic,Wellness & Clinics SME,Skin/derma clinic,Ghod Dod Road,"F1-2, Laxmi Vilas, Beside Kotak House, Ghod Dod Road, Athwalines, Surat",,,,https://www.lybrate.com/surat/clinic/abhinav-bimal-choksi-s-clinic-surat,Lybrate
Dr. Galani's Skin Hair & Dental Clinic,Wellness & Clinics SME,Dental + skin clinic,Varachha,"Shop No. 212, Dipkamal Shopping And Doctor House, Varachha Road, Surat 395006",,,,https://www.sulekha.com/dr-galani-s-skin-hair-dental-clinic-varachha-road-surat-contact-address,Sulekha
"Grace Skin, Hair Transplant & Laser Clinic",Wellness & Clinics SME,Skin/hair transplant clinic,Vesu,"303-304, 3rd Floor, Rajmandir Plaza, Opp HDFC Bank, Near Dhiraj Sons & Pawan Hospital, Vesu Canal Road, Vesu, Surat",,,,https://www.practo.com/surat/clinics/skin-clinics,Practo
Reshape Slimming Wellness & Diet Center,Wellness & Clinics SME,Dietician/weight-loss center,Bhatar / Ghod Dod,"Shop No-32 Rajhans Olympia, Bhatar Rd, Surat 395007",https://www.reshapeslimming.com/,7284825055,,https://www.lybrate.com/surat/clinic/reshape-slimming-wellness-diet-center-vesu,Lybrate
Royal Pathology Lab,Wellness & Clinics SME,Diagnostic/pathology lab,Adajan Patiya,"313, 3rd Floor, Sangini Magnus, Rushabh Char Rasta, Suryapur Society, Adajan Patiya, Surat 395009",,,,https://www.mediyaar.com/surat/labs/royal-pathology-lab-adajan-patiya.html,Mediyaar
R.R. Dental n Maxillofacial Clinic,Healthcare,Multispeciality dental clinic,Nanpura,"22 Ground Floor, Man-Mandir Apartment, Nanpura, Surat",https://rrmaxfacdentalclinic.com/,,,https://rrmaxfacdentalclinic.com/about/,Dental clinic website
DigiRivera,IT & Software,Digital marketing / SEO agency,"Mota Varachha, Surat","102, Anupam Square, Mahadev Chowk, Near Dharm Nandan Society, Mota Varachha, Surat",https://digirivera.com/,+91 94296 36561,info@digirivera.com,https://digirivera.com/,Company website + Facebook
Design Point,Media/Video/Photo,Videography / wedding films,Varachha Road,"Varachha Road, Surat",,,,https://dir.indiamart.com/surat/videography-services.html,IndiaMART directory
PhotoGigs Studio,Media/Video/Photo,Wedding/event photography studio,Vesu,"Shivalik Heights, Vesu, Surat",,,,https://g3fashion.com/blog/surat/wedding-photographers-in-surat/,Listicle (G3 Fashion)
Pixocity Filmcity,Media/Video/Photo,Film city / shoot studio,Surat,"Surat, Gujarat",https://www.instagram.com/pixocity_official/,,,https://www.instagram.com/pixocity_official/?hl=en,Instagram (official)
Snapito Rental,Media/Video/Photo,Photo/video studio & equipment rental,Vesu,"Vesu, Surat (Snapito group)",https://snapitorental.com/,,,https://snapitorental.com/contact/,Company website
Advocate Amit Shah,Professional Services SME,Advocate (property/civil),Nanpura,"4, Vinayak Ground Floor, Rang Darshan Apartment, Darji Street, Near Nanpura Post Office, Nanpura, Surat 395001",,9898003490,,https://lawrato.com/lawyers/surat,Directory (LawRato)
Dobariya & Co,Professional Services SME,Advocate / tax consultant,Varachha,"Varachha Road, Surat",,,,https://lawrato.com/lawyers/surat,Directory (LawRato)
Royal Services,Professional Services SME,HR / placement agency,Delhi Gate,"126, 1st Floor, Meghani Tower, Delhi Gate, Surat 395003",,,,https://n10.in/placement-agency-in-surat/,Directory/blog listing
Trip Planner Holidays,Professional Services SME,Visa consultant / travel,Ghod Dod Road,"Office 4-5-6 Bhavik Complex, Near Panjrapol, Ghod Dod Road, Surat",,9898455151,,https://www.facebook.com/tripplanner.surat/videos/usa-visa-approved-in-a-single-visitcontact-now-91-98984-55151%EF%B8%8Faddress-office-4-5/2833722693611047/,Facebook (business)
